country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",11-04-2026 13:00,16.5150833,80.5181667,PM10,46.0,107.0,63.0
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",11-04-2026 13:00,16.5150833,80.5181667,NO2,13.0,20.0,16.0
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",11-04-2026 13:00,14.675886,77.593027,NH3,4.0,6.0,5.0
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",11-04-2026 13:00,16.5150833,80.5181667,PM2.5,27.0,69.0,41.0
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",11-04-2026 13:00,25.859655,85.77944,CO,1.0,4.0,2.0
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",11-04-2026 13:00,24.952822,84.002396,SO2,2.0,6.0,4.0
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",11-04-2026 13:00,26.2271665,84.3570427,NO2,2.0,2.0,2.0
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",11-04-2026 13:00,30.735567,76.775714,PM2.5,18.0,68.0,38.0
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",11-04-2026 13:00,30.751462,76.762879,PM2.5,18.0,47.0,33.0
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",11-04-2026 13:00,30.751462,76.762879,PM10,29.0,45.0,38.0
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",11-04-2026 13:00,30.751462,76.762879,SO2,3.0,13.0,8.0
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",11-04-2026 13:00,25.599486,85.113666,OZONE,26.0,38.0,31.0
India,Bihar,Patna,"Samanpura, Patna - BSPCB",11-04-2026 13:00,25.596727,85.085624,CO,53.0,110.0,88.0
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",11-04-2026 13:00,25.366336,87.117468,NH3,2.0,2.0,2.0
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",11-04-2026 13:00,25.0328,85.41948,PM2.5,25.0,53.0,39.0
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",11-04-2026 13:00,25.0328,85.41948,CO,34.0,48.0,40.0
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",11-04-2026 13:00,25.892357,86.590325,NH3,4.0,4.0,4.0
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",11-04-2026 13:00,25.892357,86.590325,SO2,15.0,18.0,17.0
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",11-04-2026 13:00,26.1209,85.3647,NO2,9.0,16.0,11.0
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",11-04-2026 13:00,25.586562,85.043586,SO2,3.0,9.0,6.0
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",11-04-2026 13:00,25.592539,85.227158,PM10,104.0,432.0,167.0
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",11-04-2026 13:00,25.592539,85.227158,NH3,4.0,5.0,5.0
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",11-04-2026 13:00,25.610369,85.132568,SO2,2.0,21.0,11.0
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",11-04-2026 13:00,24.762518,84.982348,OZONE,15.0,53.0,32.0
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",11-04-2026 13:00,25.697189,85.2459,PM2.5,115.0,223.0,159.0
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",11-04-2026 13:00,25.697189,85.2459,CO,16.0,44.0,37.0
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",11-04-2026 13:00,26.0881305,87.93840336,PM2.5,27.0,137.0,43.0
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",11-04-2026 13:00,27.308328,84.531742,CO,19.0,34.0,33.0
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",11-04-2026 13:00,26.63086,84.90051,PM2.5,33.0,207.0,91.0
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",11-04-2026 13:00,26.0881305,87.93840336,NO2,9.0,11.0,10.0
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",11-04-2026 13:00,27.308328,84.531742,NO2,3.0,9.0,5.0
India,Bihar,Munger,"Town Hall, Munger - BSPCB",11-04-2026 13:00,25.376776,86.471523,NO2,4.0,5.0,5.0
India,Bihar,Patna,"Muradpur, Patna - BSPCB",11-04-2026 13:00,25.619651,85.147382,SO2,9.0,11.0,10.0
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",11-04-2026 13:00,30.719859,76.738637,NH3,13.0,14.0,14.0
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",11-04-2026 13:00,30.719859,76.738637,OZONE,32.0,81.0,47.0
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",11-04-2026 13:00,21.185571,81.343175,NO2,13.0,14.0,13.0
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",11-04-2026 13:00,21.185571,81.343175,CO,25.0,31.0,26.0
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",11-04-2026 13:00,21.224231,81.40835,PM10,34.0,75.0,51.0
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",11-04-2026 13:00,21.224231,81.40835,NO2,15.0,75.0,35.0
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",11-04-2026 13:00,22.08815,82.13737,PM2.5,41.0,84.0,58.0
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",11-04-2026 13:00,22.08815,82.13737,SO2,13.0,24.0,18.0
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",11-04-2026 13:00,22.118125,83.140608,PM10,37.0,85.0,62.0
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",11-04-2026 13:00,22.118125,83.140608,NH3,5.0,5.0,5.0
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",11-04-2026 13:00,22.118125,83.140608,SO2,3.0,48.0,16.0
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",11-04-2026 13:00,22.118125,83.140608,CO,10.0,47.0,22.0
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",11-04-2026 13:00,22.118125,83.140608,OZONE,12.0,14.0,13.0
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",11-04-2026 13:00,22.368195,82.746431,NO2,11.0,47.0,26.0
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",11-04-2026 13:00,22.368195,82.746431,CO,7.0,35.0,15.0
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",11-04-2026 13:00,22.368195,82.746431,OZONE,3.0,15.0,11.0
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",11-04-2026 13:00,22.348441,82.549611,PM2.5,3.0,16.0,12.0
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",11-04-2026 13:00,22.12665,83.483212,PM2.5,7.0,56.0,36.0
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",11-04-2026 13:00,22.12665,83.483212,OZONE,1.0,46.0,20.0
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",11-04-2026 13:00,22.1910172,83.5197009,PM10,0.0,0.0,0.0
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",11-04-2026 13:00,22.1910172,83.5197009,NO2,0.0,0.0,0.0
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",11-04-2026 13:00,22.1910172,83.5197009,SO2,0.0,0.0,0.0
India,Delhi,Delhi,"Alipur, Delhi - DPCC",11-04-2026 13:00,28.815329,77.15301,CO,26.0,176.0,48.0
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",11-04-2026 13:00,28.647622,77.315809,NO2,14.0,84.0,59.0
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",11-04-2026 13:00,28.647622,77.315809,CO,20.0,86.0,36.0
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",11-04-2026 13:00,28.695381,77.181665,PM10,100.0,414.0,194.0
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",11-04-2026 13:00,28.695381,77.181665,NO2,17.0,62.0,31.0
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",11-04-2026 13:00,28.695381,77.181665,NH3,6.0,7.0,7.0
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",11-04-2026 13:00,28.695381,77.181665,SO2,11.0,31.0,20.0
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",11-04-2026 13:00,28.4706914,77.1099364,NO2,6.0,42.0,20.0
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",11-04-2026 13:00,28.5627763,77.1180053,CO,22.0,46.0,39.0
India,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC",11-04-2026 13:00,28.493624,77.201159,NO2,12.0,70.0,28.0
India,Delhi,Delhi,"ITO, Delhi - CPCB",11-04-2026 13:00,28.628624,77.24106,PM2.5,28.0,119.0,53.0
India,Delhi,Delhi,"ITO, Delhi - CPCB",11-04-2026 13:00,28.628624,77.24106,NO2,2.0,107.0,48.0
India,Delhi,Delhi,"ITO, Delhi - CPCB",11-04-2026 13:00,28.628624,77.24106,SO2,16.0,36.0,24.0
India,Delhi,Delhi,"JNU, Delhi - DPCC",11-04-2026 13:00,28.540721,77.168544,NO2,5.0,43.0,17.0
India,Delhi,Delhi,"JNU, Delhi - DPCC",11-04-2026 13:00,28.540721,77.168544,NH3,3.0,4.0,4.0
India,Delhi,Delhi,"DTU, Delhi - CPCB",11-04-2026 13:00,28.7500499,77.1112615,OZONE,27.0,36.0,29.0
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",11-04-2026 13:00,28.498571,77.26484,PM10,85.0,172.0,124.0
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",11-04-2026 13:00,28.498571,77.26484,OZONE,30.0,73.0,52.0
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",11-04-2026 13:00,28.5710274,77.0719006,PM10,109.0,361.0,152.0
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",11-04-2026 13:00,28.5627763,77.1180053,PM10,75.0,139.0,111.0
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",11-04-2026 13:00,21.219665,81.630094,SO2,4.0,79.0,22.0
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",11-04-2026 13:00,21.237755,81.705301,PM2.5,40.0,92.0,63.0
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",11-04-2026 13:00,21.237755,81.705301,SO2,3.0,18.0,8.0
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",11-04-2026 13:00,21.371751,81.664929,PM10,49.0,153.0,97.0
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",11-04-2026 13:00,21.371751,81.664929,NO2,11.0,56.0,24.0
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",11-04-2026 13:00,21.371751,81.664929,NH3,3.0,3.0,3.0
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",11-04-2026 13:00,28.4706914,77.1099364,CO,8.0,46.0,41.0
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",11-04-2026 13:00,28.4706914,77.1099364,OZONE,24.0,75.0,48.0
India,Delhi,Delhi,"Bawana, Delhi - DPCC",11-04-2026 13:00,28.7762,77.051074,PM10,103.0,201.0,139.0
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",11-04-2026 13:00,28.7256504,77.2011573,CO,2.0,20.0,17.0
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",11-04-2026 13:00,28.7256504,77.2011573,OZONE,30.0,128.0,64.0
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",11-04-2026 13:00,28.73282,77.170633,NH3,9.0,16.0,12.0
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",11-04-2026 13:00,28.73282,77.170633,SO2,45.0,61.0,52.0
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",11-04-2026 13:00,28.73282,77.170633,OZONE,10.0,49.0,32.0
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",11-04-2026 13:00,28.58028,77.233829,SO2,0.0,0.0,0.0
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",11-04-2026 13:00,28.58028,77.233829,OZONE,50.0,70.0,69.0
India,Delhi,Delhi,"Cantonment Area, Delhi - DPCC ",11-04-2026 13:00,28.594169,77.1251,OZONE,23.0,56.0,38.0
India,Delhi,Delhi,"Commonwealth Sports Complex, Delhi - DPCC",11-04-2026 13:00,28.615828,77.271992,SO2,25.0,32.0,28.0
